VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
1,2015-01-08 22:44:27,2015-01-08 22:58:34,1,3.80,-73.978759765625,40.744697570800781,1,N,-73.969795227050781,40.787948608398437,1,14,0.5,0.5,3.05,0,18.35
2,2015-01-08 22:44:28,2015-01-08 22:55:55,2,2.14,-73.985099792480469,40.762046813964844,1,N,-73.987007141113281,40.739242553710938,2,9.5,0.5,0.5,0,0,10.8
1,2015-01-08 22:44:28,2015-01-08 22:56:51,1,2.70,-73.985382080078125,40.749866485595703,1,N,-73.993301391601563,40.727085113525391,1,11.5,0.5,0.5,2.55,0,15.35
2,2015-01-08 22:44:29,2015-01-08 22:47:07,2,.63,0,0,1,N,0,0,2,4.5,0.5,0.5,0,0,5.8
2,2015-01-08 22:44:30,2015-01-08 23:09:09,6,5.46,-73.990570068359375,40.744468688964844,1,N,-73.939544677734375,40.69879150390625,1,20.5,0.5,0.5,4.2,0,26
1,2015-01-08 22:44:08,2015-01-08 23:13:19,1,18.60,-73.78326416015625,40.648647308349609,2,N,-73.955253601074219,40.807258605957031,1,52,0,0.5,5.81,5.33,63.94
2,2015-01-08 22:44:09,2015-01-08 22:54:10,1,4.26,-73.982002258300781,40.667156219482422,1,N,-74.025100708007812,40.638336181640625,2,14,0.5,0.5,0,0,15.3
1,2015-01-08 22:44:10,2015-01-08 22:59:18,2,3.80,-73.987564086914063,40.735866546630859,1,N,-73.981025695800781,40.779361724853516,1,14.5,0.5,0.5,2,0,17.8
2,2015-01-08 22:44:10,2015-01-08 23:13:40,1,17.09,-73.874748229980469,40.774078369140625,1,N,-73.966743469238281,40.611972808837891,1,47,0.5,0.5,9.5,0,57.8
2,2015-01-08 22:44:11,2015-01-08 22:49:48,2,1.41,-73.980003356933594,40.743339538574219,1,N,-73.977493286132812,40.7293701171875,1,6.5,0.5,0.5,1.4,0,9.2
2,2015-01-08 22:44:12,2015-01-08 22:59:09,4,4.17,-74.000579833984375,40.746257781982422,1,N,-73.957977294921875,40.781791687011719,1,15,0.5,0.5,3.1,0,19.4
2,2015-01-08 22:44:12,2015-01-08 23:00:15,1,6.39,-73.98162841796875,40.7470703125,1,N,-73.99896240234375,40.693920135498047,1,20,0.5,0.5,3,0,24.3
2,2015-01-08 22:44:13,2015-01-08 23:24:44,1,23.34,-73.776687622070313,40.645317077636719,1,N,-73.908493041992188,40.881988525390625,2,63,0.5,0.5,0,5.33,69.63
2,2015-01-08 22:44:14,2015-01-08 23:03:32,1,5.64,-73.978622436523437,40.762271881103516,1,N,-73.906532287597656,40.773101806640625,1,19,0.5,0.5,3,0,23.3
1,2015-01-08 22:44:14,2015-01-08 22:51:59,2,2.60,-74.00762939453125,40.742923736572266,1,N,-73.982017517089844,40.769451141357422,2,9.5,0,0.5,0,0,10.3
1,2015-01-08 22:44:15,2015-01-08 23:00:40,1,8.90,-73.863395690917969,40.769569396972656,1,N,-73.951133728027344,40.770351409912109,1,26,0.5,0.5,6.52,5.33,39.15
1,2015-01-08 22:44:15,2015-01-08 23:04:39,1,5.50,-73.989555358886719,40.734375,1,N,-73.972343444824219,40.796287536621094,1,20,0.5,0.5,4.26,0,25.56
1,2015-01-08 22:44:16,2015-01-08 23:05:12,1,6.90,-73.996963500976563,40.742282867431641,1,Y,-73.983253479003906,40.693504333496094,1,22.5,0.5,0.5,5.95,0,29.75
1,2015-01-08 22:44:16,2015-01-08 22:46:15,1,.30,-74.004829406738281,40.737442016601562,1,N,-74.001274108886719,40.740982055664062,1,3.5,0.5,0.5,0.96,0,5.76
2,2015-01-08 22:44:16,2015-01-08 23:02:45,1,3.34,-73.988525390625,40.748813629150391,1,N,-73.952476501464844,40.778186798095703,1,14.5,0.5,0.5,2,0,17.8
2,2015-01-08 22:44:17,2015-01-08 22:53:40,1,2.36,-73.99114990234375,40.699390411376953,1,N,-73.994293212890625,40.712352752685547,1,9.5,0.5,0.5,2,0,12.8
1,2015-01-08 22:44:17,2015-01-08 22:52:52,1,3.00,-74.004539489746094,40.721481323242187,1,N,-73.991348266601563,40.688644409179688,1,11,0.5,0.5,2.46,0,14.76
2,2015-01-08 22:44:18,2015-01-08 23:08:35,1,5.60,-74.009437561035156,40.72357177734375,1,N,-73.956138610839844,40.671230316162109,1,21,0.5,0.5,5.38,0,27.68
2,2015-01-08 22:44:19,2015-01-08 22:55:47,1,2.28,-73.961227416992188,40.774234771728516,1,N,-73.976188659667969,40.748977661132813,2,10,0.5,0.5,0,0,11.3
1,2015-01-08 22:44:19,2015-01-08 22:52:55,1,1.60,-73.985702514648437,40.743831634521484,1,N,-73.982894897460938,40.762008666992188,1,8,0.5,0.5,2,0,11.3
1,2015-01-08 22:44:20,2015-01-08 22:58:58,1,2.00,-73.982139587402344,40.768230438232422,1,N,-73.973236083984375,40.748237609863281,1,11.5,0.5,0.5,2.55,0,15.35
2,2015-01-08 22:44:17,2015-01-08 22:53:58,1,2.35,-73.980133056640625,40.759304046630859,1,N,-73.970573425292969,40.786720275878906,1,10,0.5,0.5,2.1,0,13.4
1,2015-01-08 22:44:20,2015-01-08 23:17:17,2,21.70,-73.776817321777344,40.645538330078125,2,N,-74.005874633789063,40.7088623046875,1,52,0,0.5,14.5,5.33,72.63
2,2015-01-08 22:44:21,2015-01-08 22:49:05,5,.67,-73.9700927734375,40.761638641357422,1,N,-73.978507995605469,40.762123107910156,2,5,0.5,0.5,0,0,6.3
2,2015-01-08 22:44:21,2015-01-08 22:46:52,2,.60,-73.989402770996094,40.747200012207031,1,N,-73.985267639160156,40.741630554199219,2,4,0.5,0.5,0,0,5.3
1,2015-01-08 22:44:21,2015-01-08 22:47:11,2,.70,-73.994171142578125,40.690116882324219,1,N,-73.983734130859375,40.685707092285156,1,4.5,0.5,0.5,1.15,0,6.95
1,2015-01-08 22:44:22,2015-01-08 22:50:22,1,1.30,-73.975654602050781,40.752021789550781,1,N,-73.979621887207031,40.737285614013672,2,6.5,0.5,0.5,0,0,7.8
2,2015-01-08 22:44:22,2015-01-08 22:47:22,1,.56,-74.010330200195313,40.719669342041016,1,N,-74.004486083984375,40.721656799316406,2,4,0.5,0.5,0,0,5.3
2,2015-01-08 22:44:20,2015-01-08 22:47:42,1,.66,-74.002479553222656,40.755973815917969,1,N,-73.992431640625,40.751720428466797,1,4.5,0.5,0.5,1,0,6.8
1,2015-01-08 22:44:23,2015-01-08 22:50:36,1,.50,-73.987701416015625,40.764915466308594,1,N,-73.993453979492188,40.758880615234375,1,5.5,0.5,0.5,1,0,7.8
1,2015-01-08 22:44:23,2015-01-08 22:55:52,1,1.30,-73.977073669433594,40.762977600097656,1,N,-73.991302490234375,40.750221252441406,2,9,0.5,0.5,0,0,10.3
2,2015-01-08 22:44:24,2015-01-08 22:48:50,4,.54,-73.990272521972656,40.756992340087891,1,N,-73.984306335449219,40.763008117675781,2,4.5,0.5,0.5,0,0,5.8
2,2015-01-08 22:44:24,2015-01-08 22:54:04,1,2.54,-73.968887329101563,40.757820129394531,1,N,-73.968727111816406,40.786048889160156,1,10.5,0.5,0.5,2.2,0,14
2,2015-01-08 22:44:25,2015-01-08 22:47:30,1,.71,-73.975601196289063,40.786876678466797,1,N,-73.971031188964844,40.795162200927734,1,4.5,0.5,0.5,0,0,5.8
1,2015-01-08 22:44:26,2015-01-08 22:48:00,2,.70,-73.989578247070313,40.725811004638672,1,N,-73.989151000976563,40.718738555908203,1,4.5,0.5,0.5,1.1,0,6.9
2,2015-01-08 22:44:26,2015-01-08 22:52:14,1,1.01,-73.986412048339844,40.722370147705078,1,N,-73.989921569824219,40.732440948486328,2,7,0.5,0.5,0,0,8.3
2,2015-01-08 22:44:27,2015-01-08 22:56:43,5,2.62,-73.990684509277344,40.750438690185547,1,N,-73.988876342773438,40.722908020019531,2,11,0.5,0.5,0,0,12.3
1,2015-01-08 22:44:27,2015-01-08 23:03:45,1,5.40,0,0,1,N,0,0,1,18.5,0.5,0.5,3.95,0,23.75
2,2015-01-08 22:44:28,2015-01-08 22:48:20,1,.91,-73.976921081542969,40.780826568603516,1,N,-73.965904235839844,40.778060913085938,2,5.5,0.5,0.5,0,0,6.8
1,2015-01-08 22:44:29,2015-01-08 22:50:25,2,1.50,-73.992713928222656,40.768306732177734,1,N,-73.974800109863281,40.778224945068359,1,7,0.5,0.5,1.65,0,9.95
2,2015-01-08 22:44:30,2015-01-08 22:53:58,5,2.20,-73.978874206542969,40.765098571777344,1,N,-73.973609924316406,40.791961669921875,1,9.5,0.5,0.5,2,0,12.8
2,2015-01-08 22:44:31,2015-01-08 22:52:19,1,1.38,-73.975021362304688,40.756660461425781,1,N,-73.98333740234375,40.749065399169922,1,7.5,0.5,0.5,1.2,0,10
2,2015-01-08 22:44:31,2015-01-08 22:49:56,1,1.34,-73.959831237792969,40.808280944824219,1,N,-73.97186279296875,40.794742584228516,2,6.5,0.5,0.5,0,0,7.8
1,2015-01-08 22:44:32,2015-01-08 22:55:28,1,3.00,-73.975028991699219,40.744464874267578,1,N,-73.953010559082031,40.779277801513672,2,11.5,0.5,0.5,0,0,12.8
2,2015-01-08 22:44:33,2015-01-08 22:53:37,2,2.08,-73.974922180175781,40.761741638183594,1,N,-73.9697265625,40.784809112548828,1,9,0.5,0.5,1.9,0,12.2
2,2015-01-08 22:44:33,2015-01-08 22:47:45,1,.85,-73.958976745605469,40.771625518798828,1,N,-73.948310852050781,40.773185729980469,1,5,0.5,0.5,1.1,0,7.4
1,2015-01-08 22:44:34,2015-01-08 22:52:57,1,1.30,-73.98162841796875,40.752349853515625,1,N,-73.964950561523438,40.754169464111328,2,8,0.5,0.5,0,0,9.3
2,2015-01-08 22:44:35,2015-01-08 22:51:44,1,1.13,-74.0079345703125,40.740318298339844,1,N,-73.994468688964844,40.737236022949219,1,6.5,0.5,0.5,1.4,0,9.2
2,2015-01-08 22:44:35,2015-01-08 22:52:10,5,1.62,-73.988273620605469,40.748493194580078,1,N,-73.984054565429687,40.731941223144531,2,7.5,0.5,0.5,0,0,8.8
1,2015-01-08 22:44:36,2015-01-08 22:56:32,1,3.50,-74.007843017578125,40.714935302734375,1,N,-73.95654296875,40.713138580322266,1,13,0.5,0.5,2,0,16.3
1,2015-01-08 22:44:37,2015-01-08 22:47:48,1,.50,-73.981002807617187,40.744514465332031,1,N,-73.976188659667969,40.748214721679688,1,4.5,0.5,0.5,1.7,0,7.5
2,2015-01-08 22:44:38,2015-01-08 23:17:20,1,18.29,-73.792640686035156,40.644996643066406,2,N,-74.004127502441406,40.721015930175781,1,52,0,0.5,10.4,0,63.2
2,2015-01-08 22:44:38,2015-01-08 22:53:43,4,1.44,-73.989791870117187,40.734237670898438,1,N,-73.974151611328125,40.742946624755859,1,8.5,0.5,0.5,1.8,0,11.6
1,2015-01-08 22:44:39,2015-01-08 22:56:33,4,2.30,-73.9925537109375,40.769924163818359,1,N,-74.004104614257813,40.742408752441406,2,10.5,0.5,0.5,0,0,11.8
1,2015-01-08 22:44:39,2015-01-08 22:59:51,1,6.80,-73.989677429199219,40.719207763671875,1,N,-73.948432922363281,40.790691375732422,1,21,0.5,0.5,1,0,23.3
2,2015-01-08 22:44:36,2015-01-08 22:51:39,1,1.65,-73.966407775878906,40.76116943359375,1,N,-73.947959899902344,40.772911071777344,2,7.5,0.5,0.5,0,0,8.8
2,2015-01-08 22:44:36,2015-01-08 23:04:19,2,4.52,-73.99169921875,40.769771575927734,1,N,-73.991317749023437,40.719398498535156,1,17.5,0.5,0.5,2,0,20.8
2,2015-01-08 22:44:39,2015-01-08 23:07:09,1,10.45,-73.995803833007812,40.732170104980469,1,N,-74.03204345703125,40.613742828369141,1,30.5,0.5,0.5,3.2,0,35
2,2015-01-08 22:44:40,2015-01-08 22:51:50,1,1.54,-73.983016967773437,40.761150360107422,1,N,-74.003166198730469,40.756351470947266,1,7,0.5,0.5,1.5,0,9.8
2,2015-01-08 22:44:40,2015-01-08 22:48:42,5,.70,-73.988471984863281,40.745235443115234,1,N,-73.980247497558594,40.748516082763672,1,5,0.5,0.5,1.1,0,7.4
1,2015-01-08 22:44:41,2015-01-08 22:52:37,1,1.20,-73.96551513671875,40.762790679931641,1,N,-73.956741333007813,40.770488739013672,1,7,0.5,0.5,2,0,10.3
2,2015-01-08 22:44:43,2015-01-08 22:54:54,1,2.13,-73.990966796875,40.750583648681641,1,N,-73.983146667480469,40.729873657226563,1,9.5,0.5,0.5,3,0,13.8
2,2015-01-08 22:44:44,2015-01-08 22:59:34,1,6.69,-73.790443420410156,40.643909454345703,1,N,-73.869667053222656,40.674209594726563,2,20.5,0.5,0.5,0,0,21.8
1,2015-01-08 22:44:46,2015-01-08 22:48:47,1,.80,-73.980384826660156,40.749309539794922,1,N,-73.982902526855469,40.739898681640625,1,5,0.5,0.5,1.26,0,7.56
1,2015-01-08 22:44:44,2015-01-08 23:11:53,2,9.20,-73.990158081054687,40.738643646240234,1,N,-73.968177795410156,40.636756896972656,1,29.5,0.5,0.5,6.15,0,36.95
2,2015-01-08 22:44:45,2015-01-08 22:54:22,1,1.09,-73.997932434082031,40.730201721191406,1,N,-73.989959716796875,40.720439910888672,1,8,0.5,0.5,1,0,10.3
1,2015-01-08 22:44:45,2015-01-08 22:47:29,1,.70,-73.979400634765625,40.743808746337891,1,N,-73.974899291992187,40.751857757568359,1,4.5,0.5,0.5,1.15,0,6.95
2,2015-01-08 22:44:46,2015-01-08 23:02:28,1,5.38,-73.98138427734375,40.6796875,1,N,-73.955909729003906,40.719577789306641,1,19,0.5,0.5,3,0,23.3
1,2015-01-08 22:44:47,2015-01-08 23:09:06,1,3.60,-73.982139587402344,40.761531829833984,1,N,-73.982330322265625,40.731529235839844,1,18,0.5,0.5,4.82,0,24.12
2,2015-01-08 22:44:47,2015-01-08 23:13:04,1,18.40,-73.783645629882813,40.648651123046875,2,N,-73.991355895996094,40.7235107421875,1,52,0,0.5,10.4,0,63.2
1,2015-01-08 22:44:48,2015-01-08 22:56:04,1,1.90,-73.952064514160156,40.699493408203125,1,N,-73.959915161132813,40.718238830566406,1,9.5,0.5,0.5,2.15,0,12.95
2,2015-01-08 22:44:48,2015-01-08 22:58:03,1,3.32,-73.96826171875,40.758438110351563,1,N,-73.947639465332031,40.764198303222656,1,13,0.5,0.5,2.7,0,17
2,2015-01-08 22:44:49,2015-01-08 22:50:27,1,.83,-73.971229553222656,40.757877349853516,1,N,-73.978797912597656,40.749301910400391,2,5.5,0.5,0.5,0,0,6.8
1,2015-01-08 22:44:49,2015-01-08 23:27:15,1,28.50,-73.975181579589844,40.751701354980469,1,N,-74.21026611328125,40.541568756103516,1,76,0.5,0.5,26.62,11.75,115.67
2,2015-01-08 22:44:49,2015-01-08 22:55:19,1,1.39,-73.99859619140625,40.729690551757813,1,N,-74.001106262207031,40.736831665039062,1,8.5,0.5,0.5,1.8,0,11.6
1,2015-01-08 22:44:50,2015-01-08 22:47:00,1,.40,-74.001083374023438,40.731372833251953,1,N,-73.997184753417969,40.736763000488281,1,3.5,0.5,0.5,1.4,0,6.2
2,2015-01-08 22:44:51,2015-01-08 22:46:39,1,.38,-73.962394714355469,40.758758544921875,1,N,-73.958610534667969,40.762283325195312,1,3.5,0.5,0.5,0.48,0,5.28
1,2015-01-08 22:44:52,2015-01-08 22:55:48,1,1.60,-74.002517700195313,40.739501953125,1,N,-73.995864868164063,40.759033203125,1,9,0.5,0.5,2.05,0,12.35
2,2015-01-08 22:44:53,2015-01-08 22:48:03,1,.70,-74.003311157226563,40.732856750488281,1,N,-74.003402709960938,40.725475311279297,1,4.5,0.5,0.5,2,0,7.8
2,2015-01-08 22:44:54,2015-01-08 22:53:08,5,1.54,-73.992378234863281,40.738014221191406,1,N,-73.992752075195313,40.754375457763672,1,8,0.5,0.5,1,0,10.3
1,2015-01-08 22:44:54,2015-01-08 22:47:59,1,.40,-73.988372802734375,40.746120452880859,1,N,-73.994346618652344,40.746192932128906,1,4,0.5,0.5,1,0,6.3
2,2015-01-08 22:44:55,2015-01-08 23:17:38,6,17.89,-73.786170959472656,40.64349365234375,2,N,-73.978614807128906,40.765029907226563,1,52,0,0.5,13,0,65.8
1,2015-01-08 22:44:30,2015-01-08 22:50:18,1,.90,-73.960205078125,40.773746490478516,1,N,-73.951004028320312,40.775173187255859,2,6,0.5,0.5,0,0,7.3
1,2015-01-08 22:44:31,2015-01-08 22:53:00,1,1.40,-73.968902587890625,40.757427215576172,1,N,-73.963233947753906,40.77252197265625,2,8,0.5,0.5,0,0,9.3
2,2015-01-08 22:44:32,2015-01-08 22:50:36,3,1.81,-73.962890625,40.775127410888672,1,N,-73.942611694335938,40.789028167724609,1,7.5,0.5,0.5,1,0,9.8
1,2015-01-08 22:44:33,2015-01-08 22:53:34,1,1.50,-73.981910705566406,40.771778106689453,1,N,-73.969078063964844,40.786022186279297,1,8.5,0.5,0.5,1.5,0,11.3
2,2015-01-08 22:44:34,2015-01-08 22:48:23,1,.74,-74.004142761230469,40.747970581054688,1,N,-73.994728088378906,40.750453948974609,2,5,0.5,0.5,0,0,6.3
2,2015-01-08 22:44:35,2015-01-08 22:50:11,1,1.59,-73.956352233886719,40.771553039550781,1,N,-73.94268798828125,40.786125183105469,2,7,0.5,0.5,0,0,8.3
2,2015-01-08 22:44:33,2015-01-08 22:51:40,1,1.51,-73.98004150390625,40.754329681396484,1,N,-73.987289428710938,40.736312866210937,2,7,0.5,0.5,0,0,8.3
2,2015-01-08 22:44:33,2015-01-08 22:59:29,6,4.14,-73.991943359375,40.749088287353516,1,N,-74.0166015625,40.705295562744141,1,15.5,0.5,0.5,3.2,0,20
2,2015-01-08 22:44:36,2015-01-08 22:47:22,1,.50,-73.988288879394531,40.759178161621094,1,N,-73.982940673828125,40.764408111572266,2,4,0.5,0.5,0,0,5.3
2,2015-01-08 22:44:36,2015-01-08 22:46:58,2,.45,-73.959564208984375,40.763187408447266,1,N,-73.955764770507813,40.767356872558594,1,4,0.5,0.5,1.5,0,6.8
2,2015-01-08 22:44:36,2015-01-08 22:49:37,1,.95,-73.950736999511719,40.680450439453125,1,N,-73.967010498046875,40.684181213378906,1,5.5,0.5,0.5,1.2,0,8
2,2015-01-08 22:44:37,2015-01-08 23:11:24,1,12.86,-73.974739074707031,40.741970062255859,1,N,-73.920204162597656,40.884716033935547,1,37.5,0.5,0.5,8.09,2.44,49.33
2,2015-01-08 22:44:37,2015-01-08 22:54:33,1,3.77,-73.956764221191406,40.771064758300781,1,N,-73.977561950683594,40.725883483886719,1,13,0.5,0.5,0,0,14.3
2,2015-01-08 22:44:38,2015-01-08 23:05:03,3,4.09,-73.982963562011719,40.767971038818359,1,N,-74.009307861328125,40.715290069580078,2,17,0.5,0.5,0,0,18.3
2,2015-01-08 22:44:39,2015-01-08 22:47:02,1,.69,-74.002326965332031,40.719802856445313,1,N,-74.007225036621094,40.726997375488281,1,4.5,0.5,0.5,1,0,6.8
2,2015-01-08 22:44:39,2015-01-08 22:58:06,1,5.20,-73.959030151367188,40.771717071533203,1,N,-73.8924560546875,40.747116088867188,1,16,0.5,0.5,4.12,0,21.42
1,2015-01-08 22:44:39,2015-01-08 23:02:22,1,3.90,-73.980751037597656,40.769943237304688,1,N,-73.991859436035156,40.725872039794922,1,15,0.5,0.5,1,0,17.3
2,2015-01-08 22:44:40,2015-01-08 23:17:44,1,12.69,-73.782615661621094,40.644603729248047,1,N,-73.947494506835938,40.673301696777344,2,39,0.5,0.5,0,0,40.3
1,2015-01-08 22:44:40,2015-01-08 22:54:00,3,2.30,-73.985992431640625,40.762393951416016,1,N,-73.965927124023438,40.792213439941406,1,10,0.5,0.5,2.25,0,13.55
2,2015-01-08 22:44:41,2015-01-08 22:56:54,5,2.30,-74.0076904296875,40.740680694580078,1,N,-73.988807678222656,40.718624114990234,2,10,0.5,0.5,0,0,11.3
2,2015-01-08 22:44:43,2015-01-08 23:00:02,3,4.51,-73.981819152832031,40.758129119873047,1,N,-73.950424194335938,40.761249542236328,1,15.5,0.5,0.5,3.2,0,20
2,2015-01-08 22:44:43,2015-01-08 22:49:26,1,.76,-73.984756469726563,40.734771728515625,1,N,-73.975303649902344,40.733043670654297,1,5,0.5,0.5,1.1,0,7.4
2,2015-01-08 22:44:44,2015-01-08 22:52:16,6,1.58,-73.999107360839844,40.72998046875,1,N,-73.978782653808594,40.731136322021484,1,7.5,0.5,0.5,1.6,0,10.4
1,2015-01-08 22:44:45,2015-01-08 22:55:52,1,5.20,-74.012733459472656,40.702243804931641,1,N,-73.978843688964844,40.749275207519531,1,16.5,0.5,0.5,3.55,0,21.35
